1788205221300 	 30 	 200 	 4 	 3
1788205221304 	 31 	 200 	 4 	 2
1788205221307 	 31 	 200 	 4 	 1
1788205221327 	 20 	 200 	 5 	 1
1788205221376 	 14 	 200 	 10 	 5
1788205221343 	 54 	 200 	 10 	 4
1788205221378 	 22 	 200 	 10 	 3
1788205221387 	 22 	 200 	 13 	 5
1788205221391 	 31 	 200 	 14 	 5
1788205221387 	 35 	 200 	 14 	 4
1788205221404 	 42 	 200 	 16 	 5
1788205221401 	 46 	 200 	 16 	 5
1788205221433 	 17 	 200 	 17 	 4
1788205221402 	 49 	 200 	 17 	 3
1788205221475 	 24 	 200 	 20 	 5
1788205221450 	 93 	 200 	 23 	 7
1788205221526 	 21 	 200 	 23 	 6
1788205221500 	 48 	 200 	 23 	 5
1788205221518 	 32 	 200 	 23 	 4
1788205221475 	 76 	 200 	 23 	 3
1788205221524 	 30 	 200 	 23 	 2
1788205221436 	 157 	 200 	 27 	 5
1788205221625 	 23 	 200 	 30 	 7
1788205221574 	 77 	 200 	 30 	 6
1788205221580 	 69 	 200 	 30 	 5
1788205221583 	 67 	 200 	 30 	 4
1788205221580 	 71 	 200 	 30 	 3
1788205221649 	 14 	 200 	 30 	 2
1788205221681 	 22 	 200 	 32 	 3
1788205221669 	 35 	 200 	 32 	 2
1788205221735 	 65 	 200 	 37 	 6
1788205221754 	 47 	 200 	 37 	 5
1788205221742 	 59 	 200 	 37 	 4
1788205221781 	 22 	 200 	 37 	 3
1788205221611 	 235 	 200 	 39 	 4
1788205221795 	 56 	 200 	 39 	 3
1788205221825 	 38 	 200 	 42 	 5
1788205221838 	 112 	 200 	 52 	 14
1788205221856 	 99 	 200 	 53 	 14
1788205221862 	 160 	 200 	 55 	 19
1788205221859 	 173 	 200 	 56 	 18
1788205221866 	 168 	 200 	 57 	 17
1788205221421 	 614 	 200 	 58 	 16
1788205221914 	 122 	 200 	 59 	 15
1788205221906 	 129 	 200 	 59 	 14
1788205221873 	 168 	 200 	 59 	 13
1788205222024 	 84 	 200 	 61 	 14
1788205222034 	 89 	 200 	 62 	 14
1788205221871 	 262 	 200 	 63 	 14
1788205221869 	 267 	 200 	 63 	 13
1788205221892 	 246 	 200 	 63 	 12
1788205221910 	 230 	 200 	 63 	 11
1788205221956 	 265 	 200 	 68 	 17
1788205221899 	 324 	 200 	 69 	 16
1788205221878 	 354 	 200 	 70 	 15
1788205221971 	 262 	 200 	 70 	 14
1788205222102 	 132 	 200 	 70 	 13
1788205222086 	 148 	 200 	 70 	 12
1788205221986 	 251 	 200 	 70 	 11
1788205222036 	 201 	 200 	 70 	 10
1788205222114 	 144 	 200 	 71 	 10
1788205222037 	 227 	 200 	 71 	 9
1788205222186 	 138 	 200 	 75 	 12
1788205222131 	 209 	 200 	 76 	 12
1788205222181 	 166 	 200 	 76 	 11
1788205222274 	 180 	 200 	 81 	 19
1788205222295 	 161 	 200 	 82 	 18
1788205222185 	 358 	 200 	 83 	 22
1788205222225 	 320 	 200 	 84 	 21
1788205222279 	 279 	 200 	 85 	 21
1788205222303 	 260 	 200 	 86 	 20
1788205222340 	 301 	 200 	 87 	 23
1788205222223 	 425 	 200 	 88 	 22
1788205222242 	 412 	 200 	 89 	 21
1788205222349 	 305 	 200 	 90 	 20
1788205222460 	 199 	 200 	 91 	 19
1788205222370 	 295 	 200 	 92 	 18
1788205222191 	 750 	 200 	 93 	 33
1788205222545 	 404 	 200 	 94 	 33
1788205222543 	 415 	 200 	 95 	 33
1788205222354 	 605 	 200 	 96 	 32
1788205222375 	 586 	 200 	 97 	 31
1788205222650 	 322 	 200 	 98 	 30
