1788202667295 	 13 	 200 	 1 	 0
1788202667559 	 24 	 200 	 2 	 0
1788202667679 	 34 	 200 	 4 	 1
1788202667694 	 31 	 200 	 4 	 0
1788202667842 	 18 	 200 	 5 	 0
1788202668039 	 22 	 200 	 6 	 0
1788202668440 	 16 	 200 	 7 	 0
1788202668582 	 12 	 200 	 8 	 0
1788202669102 	 37 	 200 	 9 	 0
1788202669166 	 24 	 200 	 10 	 0
1788202669205 	 14 	 200 	 11 	 0
1788202669909 	 35 	 200 	 12 	 0
1788202670117 	 31 	 200 	 13 	 0
1788202670152 	 11 	 200 	 14 	 0
1788202670276 	 31 	 200 	 15 	 0
1788202670535 	 32 	 200 	 16 	 0
1788202670596 	 28 	 200 	 17 	 0
1788202671049 	 36 	 200 	 18 	 0
1788202671414 	 25 	 200 	 19 	 0
1788202671714 	 38 	 200 	 20 	 0
1788202671952 	 16 	 200 	 21 	 0
1788202672536 	 34 	 200 	 22 	 0
1788202672913 	 34 	 200 	 23 	 0
1788202673697 	 38 	 200 	 24 	 0
1788202673919 	 37 	 200 	 26 	 1
1788202673932 	 33 	 200 	 26 	 0
1788202674145 	 38 	 200 	 27 	 0
1788202674380 	 20 	 200 	 28 	 0
1788202674445 	 13 	 200 	 29 	 0
1788202675032 	 24 	 200 	 30 	 0
1788202675376 	 19 	 200 	 31 	 0
1788202675569 	 14 	 200 	 32 	 0
1788202675980 	 16 	 200 	 33 	 0
1788202676129 	 39 	 200 	 34 	 0
1788202676187 	 14 	 200 	 35 	 0
1788202676330 	 14 	 200 	 36 	 0
1788202676386 	 15 	 200 	 37 	 0
1788202676420 	 14 	 200 	 38 	 0
1788202676655 	 22 	 200 	 39 	 0
1788202677141 	 34 	 200 	 40 	 0
1788202677590 	 19 	 200 	 41 	 0
1788202677721 	 38 	 200 	 42 	 0
1788202677798 	 18 	 200 	 43 	 0
1788202678035 	 18 	 200 	 44 	 0
1788202678074 	 14 	 200 	 45 	 0
1788202678746 	 15 	 200 	 46 	 0
1788202678989 	 34 	 200 	 47 	 0
1788202679119 	 14 	 200 	 48 	 0
1788202679269 	 13 	 200 	 49 	 0
1788202679494 	 13 	 200 	 50 	 0
1788202679588 	 41 	 200 	 51 	 0
