timestamp,pod,cpu_m,mem_mi
1788202391,gw-nginx-554c75559c-97p9m,2,7
1788202391,s0-7858bb7b56-4c22f,37,125
1788202391,s1-7d66c7d4c5-97jlk,28,124
1788202391,s2-5f46b67bc6-pswkd,52,117
1788202391,s3-79b96b87f7-8n5lq,15,120
1788202396,gw-nginx-554c75559c-97p9m,2,7
1788202396,s0-7858bb7b56-4c22f,37,125
1788202396,s1-7d66c7d4c5-97jlk,28,124
1788202396,s2-5f46b67bc6-pswkd,52,117
1788202396,s3-79b96b87f7-8n5lq,15,120
1788202401,gw-nginx-554c75559c-97p9m,3,7
1788202401,s0-7858bb7b56-4c22f,36,125
1788202401,s1-7d66c7d4c5-97jlk,32,124
1788202401,s2-5f46b67bc6-pswkd,42,117
1788202401,s3-79b96b87f7-8n5lq,19,120
1788202406,gw-nginx-554c75559c-97p9m,3,7
1788202406,s0-7858bb7b56-4c22f,36,125
1788202406,s1-7d66c7d4c5-97jlk,32,124
1788202406,s2-5f46b67bc6-pswkd,42,117
1788202406,s3-79b96b87f7-8n5lq,19,120
1788202411,gw-nginx-554c75559c-97p9m,3,7
1788202411,s0-7858bb7b56-4c22f,36,125
1788202411,s1-7d66c7d4c5-97jlk,32,124
1788202411,s2-5f46b67bc6-pswkd,42,117
1788202411,s3-79b96b87f7-8n5lq,19,120
1788202416,gw-nginx-554c75559c-97p9m,3,7
1788202416,s0-7858bb7b56-4c22f,46,125
1788202416,s1-7d66c7d4c5-97jlk,32,124
1788202416,s2-5f46b67bc6-pswkd,102,117
1788202416,s3-79b96b87f7-8n5lq,21,120
1788202421,gw-nginx-554c75559c-97p9m,3,7
1788202421,s0-7858bb7b56-4c22f,46,125
1788202421,s1-7d66c7d4c5-97jlk,32,124
1788202421,s2-5f46b67bc6-pswkd,102,117
1788202421,s3-79b96b87f7-8n5lq,21,120
1788202426,gw-nginx-554c75559c-97p9m,3,7
1788202426,s0-7858bb7b56-4c22f,46,125
1788202426,s1-7d66c7d4c5-97jlk,32,124
1788202426,s2-5f46b67bc6-pswkd,102,117
1788202426,s3-79b96b87f7-8n5lq,21,120
1788202431,gw-nginx-554c75559c-97p9m,3,7
1788202431,s0-7858bb7b56-4c22f,46,125
1788202431,s1-7d66c7d4c5-97jlk,40,125
1788202431,s2-5f46b67bc6-pswkd,56,118
1788202431,s3-79b96b87f7-8n5lq,20,120
1788202436,gw-nginx-554c75559c-97p9m,3,7
1788202436,s0-7858bb7b56-4c22f,46,125
1788202436,s1-7d66c7d4c5-97jlk,40,125
1788202436,s2-5f46b67bc6-pswkd,56,118
1788202436,s3-79b96b87f7-8n5lq,20,120
1788202442,gw-nginx-554c75559c-97p9m,3,7
1788202442,s0-7858bb7b56-4c22f,46,125
1788202442,s1-7d66c7d4c5-97jlk,40,125
1788202442,s2-5f46b67bc6-pswkd,56,118
1788202442,s3-79b96b87f7-8n5lq,20,120
1788202447,gw-nginx-554c75559c-97p9m,3,7
1788202447,s0-7858bb7b56-4c22f,43,126
1788202447,s1-7d66c7d4c5-97jlk,34,126
1788202447,s2-5f46b67bc6-pswkd,72,117
1788202447,s3-79b96b87f7-8n5lq,20,121
1788202452,gw-nginx-554c75559c-97p9m,3,7
1788202452,s0-7858bb7b56-4c22f,43,126
1788202452,s1-7d66c7d4c5-97jlk,34,126
1788202452,s2-5f46b67bc6-pswkd,72,117
1788202452,s3-79b96b87f7-8n5lq,20,121
1788202457,gw-nginx-554c75559c-97p9m,3,7
1788202457,s0-7858bb7b56-4c22f,43,126
1788202457,s1-7d66c7d4c5-97jlk,34,126
1788202457,s2-5f46b67bc6-pswkd,72,117
1788202457,s3-79b96b87f7-8n5lq,20,121
1788202462,gw-nginx-554c75559c-97p9m,3,7
1788202462,s0-7858bb7b56-4c22f,43,126
1788202462,s1-7d66c7d4c5-97jlk,34,126
1788202462,s2-5f46b67bc6-pswkd,54,118
1788202462,s3-79b96b87f7-8n5lq,19,120
1788202467,gw-nginx-554c75559c-97p9m,3,7
1788202467,s0-7858bb7b56-4c22f,43,126
1788202467,s1-7d66c7d4c5-97jlk,34,126
1788202467,s2-5f46b67bc6-pswkd,54,118
1788202467,s3-79b96b87f7-8n5lq,19,120
1788202472,gw-nginx-554c75559c-97p9m,3,7
1788202472,s0-7858bb7b56-4c22f,43,126
1788202472,s1-7d66c7d4c5-97jlk,34,126
1788202472,s2-5f46b67bc6-pswkd,54,118
1788202472,s3-79b96b87f7-8n5lq,19,120
1788202477,gw-nginx-554c75559c-97p9m,3,7
1788202477,s0-7858bb7b56-4c22f,45,126
1788202477,s1-7d66c7d4c5-97jlk,34,126
1788202477,s2-5f46b67bc6-pswkd,53,117
1788202477,s3-79b96b87f7-8n5lq,19,121
1788202482,gw-nginx-554c75559c-97p9m,3,7
1788202482,s0-7858bb7b56-4c22f,45,126
1788202482,s1-7d66c7d4c5-97jlk,34,126
1788202482,s2-5f46b67bc6-pswkd,53,117
1788202482,s3-79b96b87f7-8n5lq,19,121
1788202487,gw-nginx-554c75559c-97p9m,3,7
1788202487,s0-7858bb7b56-4c22f,45,126
1788202487,s1-7d66c7d4c5-97jlk,34,126
1788202487,s2-5f46b67bc6-pswkd,53,117
1788202487,s3-79b96b87f7-8n5lq,19,121
1788202492,gw-nginx-554c75559c-97p9m,3,7
1788202492,s0-7858bb7b56-4c22f,40,126
1788202492,s1-7d66c7d4c5-97jlk,33,125
1788202492,s2-5f46b67bc6-pswkd,44,118
1788202492,s3-79b96b87f7-8n5lq,19,121
1788202497,gw-nginx-554c75559c-97p9m,3,7
1788202497,s0-7858bb7b56-4c22f,40,126
1788202497,s1-7d66c7d4c5-97jlk,33,125
1788202497,s2-5f46b67bc6-pswkd,44,118
1788202497,s3-79b96b87f7-8n5lq,19,121
1788202502,gw-nginx-554c75559c-97p9m,3,7
1788202502,s0-7858bb7b56-4c22f,40,126
1788202502,s1-7d66c7d4c5-97jlk,33,125
1788202502,s2-5f46b67bc6-pswkd,44,118
1788202502,s3-79b96b87f7-8n5lq,19,121
1788202507,gw-nginx-554c75559c-97p9m,3,7
1788202507,s0-7858bb7b56-4c22f,46,126
1788202507,s1-7d66c7d4c5-97jlk,35,126
1788202507,s2-5f46b67bc6-pswkd,50,118
1788202507,s3-79b96b87f7-8n5lq,19,121
1788202512,gw-nginx-554c75559c-97p9m,3,7
1788202512,s0-7858bb7b56-4c22f,46,126
1788202512,s1-7d66c7d4c5-97jlk,35,126
1788202512,s2-5f46b67bc6-pswkd,50,118
1788202512,s3-79b96b87f7-8n5lq,19,121
1788202517,gw-nginx-554c75559c-97p9m,3,7
1788202517,s0-7858bb7b56-4c22f,46,126
1788202517,s1-7d66c7d4c5-97jlk,35,126
1788202517,s2-5f46b67bc6-pswkd,50,118
1788202517,s3-79b96b87f7-8n5lq,19,121
1788202522,gw-nginx-554c75559c-97p9m,3,7
1788202522,s0-7858bb7b56-4c22f,44,128
1788202522,s1-7d66c7d4c5-97jlk,38,126
1788202522,s2-5f46b67bc6-pswkd,49,118
1788202522,s3-79b96b87f7-8n5lq,22,122
1788202527,gw-nginx-554c75559c-97p9m,3,7
1788202527,s0-7858bb7b56-4c22f,44,128
1788202527,s1-7d66c7d4c5-97jlk,38,126
1788202527,s2-5f46b67bc6-pswkd,49,118
1788202527,s3-79b96b87f7-8n5lq,22,122
1788202532,gw-nginx-554c75559c-97p9m,3,7
1788202532,s0-7858bb7b56-4c22f,44,128
1788202532,s1-7d66c7d4c5-97jlk,38,126
1788202532,s2-5f46b67bc6-pswkd,49,118
1788202532,s3-79b96b87f7-8n5lq,22,122
1788202537,gw-nginx-554c75559c-97p9m,3,7
1788202537,s0-7858bb7b56-4c22f,44,128
1788202537,s1-7d66c7d4c5-97jlk,38,125
1788202537,s2-5f46b67bc6-pswkd,49,118
1788202537,s3-79b96b87f7-8n5lq,22,122
1788202542,gw-nginx-554c75559c-97p9m,3,7
1788202542,s0-7858bb7b56-4c22f,44,128
1788202542,s1-7d66c7d4c5-97jlk,38,125
1788202542,s2-5f46b67bc6-pswkd,49,118
1788202542,s3-79b96b87f7-8n5lq,22,122
1788202547,gw-nginx-554c75559c-97p9m,3,7
1788202547,s0-7858bb7b56-4c22f,44,128
1788202547,s1-7d66c7d4c5-97jlk,38,125
1788202547,s2-5f46b67bc6-pswkd,49,118
1788202547,s3-79b96b87f7-8n5lq,22,122
1788202552,gw-nginx-554c75559c-97p9m,3,7
1788202552,s0-7858bb7b56-4c22f,49,127
1788202552,s1-7d66c7d4c5-97jlk,37,126
1788202552,s2-5f46b67bc6-pswkd,107,118
1788202552,s3-79b96b87f7-8n5lq,18,122
1788202558,gw-nginx-554c75559c-97p9m,3,7
1788202558,s0-7858bb7b56-4c22f,49,127
1788202558,s1-7d66c7d4c5-97jlk,37,126
1788202558,s2-5f46b67bc6-pswkd,107,118
1788202558,s3-79b96b87f7-8n5lq,18,122
1788202563,gw-nginx-554c75559c-97p9m,3,7
1788202563,s0-7858bb7b56-4c22f,49,127
1788202563,s1-7d66c7d4c5-97jlk,37,126
1788202563,s2-5f46b67bc6-pswkd,107,118
1788202563,s3-79b96b87f7-8n5lq,18,122
1788202568,gw-nginx-554c75559c-97p9m,3,7
1788202568,s0-7858bb7b56-4c22f,38,127
1788202568,s1-7d66c7d4c5-97jlk,33,127
1788202568,s2-5f46b67bc6-pswkd,45,118
1788202568,s3-79b96b87f7-8n5lq,18,122
1788202573,gw-nginx-554c75559c-97p9m,3,7
1788202573,s0-7858bb7b56-4c22f,38,127
1788202573,s1-7d66c7d4c5-97jlk,33,127
1788202573,s2-5f46b67bc6-pswkd,45,118
1788202573,s3-79b96b87f7-8n5lq,18,122
1788202578,gw-nginx-554c75559c-97p9m,3,7
1788202578,s0-7858bb7b56-4c22f,38,127
1788202578,s1-7d66c7d4c5-97jlk,33,127
1788202578,s2-5f46b67bc6-pswkd,45,118
1788202578,s3-79b96b87f7-8n5lq,18,122
1788202583,gw-nginx-554c75559c-97p9m,3,7
1788202583,s0-7858bb7b56-4c22f,41,128
1788202583,s1-7d66c7d4c5-97jlk,34,126
1788202583,s2-5f46b67bc6-pswkd,69,118
1788202583,s3-79b96b87f7-8n5lq,19,122
1788202588,gw-nginx-554c75559c-97p9m,3,7
1788202588,s0-7858bb7b56-4c22f,41,128
1788202588,s1-7d66c7d4c5-97jlk,34,126
1788202588,s2-5f46b67bc6-pswkd,69,118
1788202588,s3-79b96b87f7-8n5lq,19,122
1788202593,gw-nginx-554c75559c-97p9m,3,7
