timestamp,pod,cpu_m,mem_mi
1788204407,s2-5f46b67bc6-pswkd,162,124
1788204407,s3-79b96b87f7-8n5lq,62,137
1788204412,gw-nginx-554c75559c-97p9m,7,7
1788204412,s0-7858bb7b56-4c22f,107,143
1788204412,s1-7d66c7d4c5-97jlk,92,143
1788204412,s2-5f46b67bc6-pswkd,162,124
1788204412,s3-79b96b87f7-8n5lq,55,137
1788204417,gw-nginx-554c75559c-97p9m,7,7
1788204417,s0-7858bb7b56-4c22f,107,143
1788204417,s1-7d66c7d4c5-97jlk,92,143
1788204417,s2-5f46b67bc6-pswkd,162,124
1788204417,s3-79b96b87f7-8n5lq,55,137
1788204422,gw-nginx-554c75559c-97p9m,7,7
1788204422,s0-7858bb7b56-4c22f,107,143
1788204422,s1-7d66c7d4c5-97jlk,92,143
1788204422,s2-5f46b67bc6-pswkd,162,124
1788204422,s3-79b96b87f7-8n5lq,55,137
1788204427,gw-nginx-554c75559c-97p9m,6,7
1788204427,s0-7858bb7b56-4c22f,127,143
1788204427,s1-7d66c7d4c5-97jlk,106,143
1788204427,s2-5f46b67bc6-pswkd,141,125
1788204427,s3-79b96b87f7-8n5lq,51,138
1788204432,gw-nginx-554c75559c-97p9m,6,7
1788204432,s0-7858bb7b56-4c22f,127,143
1788204432,s1-7d66c7d4c5-97jlk,106,143
1788204432,s2-5f46b67bc6-pswkd,141,125
1788204432,s3-79b96b87f7-8n5lq,51,138
1788204437,gw-nginx-554c75559c-97p9m,6,7
1788204437,s0-7858bb7b56-4c22f,127,143
1788204437,s1-7d66c7d4c5-97jlk,106,143
1788204437,s2-5f46b67bc6-pswkd,141,125
1788204437,s3-79b96b87f7-8n5lq,51,138
1788204442,gw-nginx-554c75559c-97p9m,8,8
1788204442,s0-7858bb7b56-4c22f,137,143
1788204442,s1-7d66c7d4c5-97jlk,106,143
1788204442,s2-5f46b67bc6-pswkd,163,124
1788204442,s3-79b96b87f7-8n5lq,61,138
1788204447,gw-nginx-554c75559c-97p9m,8,8
1788204447,s0-7858bb7b56-4c22f,137,143
1788204447,s1-7d66c7d4c5-97jlk,106,143
1788204447,s2-5f46b67bc6-pswkd,163,124
1788204447,s3-79b96b87f7-8n5lq,61,138
1788204452,gw-nginx-554c75559c-97p9m,8,8
1788204452,s0-7858bb7b56-4c22f,137,143
1788204452,s1-7d66c7d4c5-97jlk,106,143
1788204452,s2-5f46b67bc6-pswkd,163,124
1788204452,s3-79b96b87f7-8n5lq,61,138
1788204457,gw-nginx-554c75559c-97p9m,8,7
1788204457,s0-7858bb7b56-4c22f,128,143
1788204457,s1-7d66c7d4c5-97jlk,109,143
1788204457,s2-5f46b67bc6-pswkd,163,124
1788204457,s3-79b96b87f7-8n5lq,61,138
1788204462,gw-nginx-554c75559c-97p9m,8,7
1788204462,s0-7858bb7b56-4c22f,128,143
1788204462,s1-7d66c7d4c5-97jlk,109,143
1788204462,s2-5f46b67bc6-pswkd,163,124
1788204462,s3-79b96b87f7-8n5lq,61,138
1788204467,gw-nginx-554c75559c-97p9m,8,7
1788204467,s0-7858bb7b56-4c22f,128,143
1788204467,s1-7d66c7d4c5-97jlk,109,143
1788204467,s2-5f46b67bc6-pswkd,163,124
1788204467,s3-79b96b87f7-8n5lq,61,138
1788204472,gw-nginx-554c75559c-97p9m,8,7
1788204472,s0-7858bb7b56-4c22f,124,143
1788204472,s1-7d66c7d4c5-97jlk,105,143
1788204472,s2-5f46b67bc6-pswkd,175,125
1788204472,s3-79b96b87f7-8n5lq,60,138
1788204477,gw-nginx-554c75559c-97p9m,8,7
1788204477,s0-7858bb7b56-4c22f,124,143
1788204477,s1-7d66c7d4c5-97jlk,105,143
1788204477,s2-5f46b67bc6-pswkd,175,125
1788204477,s3-79b96b87f7-8n5lq,60,138
1788204482,gw-nginx-554c75559c-97p9m,8,7
1788204482,s0-7858bb7b56-4c22f,124,143
1788204482,s1-7d66c7d4c5-97jlk,105,143
1788204482,s2-5f46b67bc6-pswkd,175,125
1788204482,s3-79b96b87f7-8n5lq,60,138
1788204487,gw-nginx-554c75559c-97p9m,8,8
1788204487,s0-7858bb7b56-4c22f,134,143
1788204487,s1-7d66c7d4c5-97jlk,106,143
1788204487,s2-5f46b67bc6-pswkd,212,124
1788204487,s3-79b96b87f7-8n5lq,60,138
1788204492,gw-nginx-554c75559c-97p9m,8,8
1788204492,s0-7858bb7b56-4c22f,134,143
1788204492,s1-7d66c7d4c5-97jlk,106,143
1788204492,s2-5f46b67bc6-pswkd,212,124
1788204492,s3-79b96b87f7-8n5lq,60,138
1788204497,gw-nginx-554c75559c-97p9m,8,8
1788204497,s0-7858bb7b56-4c22f,134,143
1788204497,s1-7d66c7d4c5-97jlk,106,143
1788204497,s2-5f46b67bc6-pswkd,212,124
1788204497,s3-79b96b87f7-8n5lq,60,138
1788204502,gw-nginx-554c75559c-97p9m,8,7
1788204502,s0-7858bb7b56-4c22f,128,143
1788204502,s1-7d66c7d4c5-97jlk,100,143
1788204502,s2-5f46b67bc6-pswkd,164,124
1788204502,s3-79b96b87f7-8n5lq,53,138
1788204507,gw-nginx-554c75559c-97p9m,8,7
1788204507,s0-7858bb7b56-4c22f,128,143
1788204507,s1-7d66c7d4c5-97jlk,100,143
1788204507,s2-5f46b67bc6-pswkd,164,124
1788204507,s3-79b96b87f7-8n5lq,53,138
1788204513,gw-nginx-554c75559c-97p9m,8,7
1788204513,s0-7858bb7b56-4c22f,128,143
1788204513,s1-7d66c7d4c5-97jlk,100,143
1788204513,s2-5f46b67bc6-pswkd,164,124
1788204513,s3-79b96b87f7-8n5lq,53,138
1788204518,gw-nginx-554c75559c-97p9m,8,7
1788204518,s0-7858bb7b56-4c22f,125,143
1788204518,s1-7d66c7d4c5-97jlk,107,143
1788204518,s2-5f46b67bc6-pswkd,159,124
1788204518,s3-79b96b87f7-8n5lq,58,138
1788204523,gw-nginx-554c75559c-97p9m,8,7
1788204523,s0-7858bb7b56-4c22f,125,143
1788204523,s1-7d66c7d4c5-97jlk,107,143
1788204523,s2-5f46b67bc6-pswkd,159,124
1788204523,s3-79b96b87f7-8n5lq,58,138
1788204528,gw-nginx-554c75559c-97p9m,8,7
1788204528,s0-7858bb7b56-4c22f,125,143
1788204528,s1-7d66c7d4c5-97jlk,107,143
1788204528,s2-5f46b67bc6-pswkd,159,124
1788204528,s3-79b96b87f7-8n5lq,58,138
1788204533,gw-nginx-554c75559c-97p9m,8,7
1788204533,s0-7858bb7b56-4c22f,128,143
1788204533,s1-7d66c7d4c5-97jlk,108,143
1788204533,s2-5f46b67bc6-pswkd,163,124
1788204533,s3-79b96b87f7-8n5lq,57,138
1788204538,gw-nginx-554c75559c-97p9m,8,7
1788204538,s0-7858bb7b56-4c22f,128,143
1788204538,s1-7d66c7d4c5-97jlk,108,143
1788204538,s2-5f46b67bc6-pswkd,163,124
1788204538,s3-79b96b87f7-8n5lq,57,138
1788204543,gw-nginx-554c75559c-97p9m,8,7
1788204543,s0-7858bb7b56-4c22f,128,143
1788204543,s1-7d66c7d4c5-97jlk,108,143
1788204543,s2-5f46b67bc6-pswkd,163,124
1788204543,s3-79b96b87f7-8n5lq,57,138
1788204548,gw-nginx-554c75559c-97p9m,9,7
1788204548,s0-7858bb7b56-4c22f,146,143
1788204548,s1-7d66c7d4c5-97jlk,118,143
1788204548,s2-5f46b67bc6-pswkd,188,124
1788204548,s3-79b96b87f7-8n5lq,60,138
1788204553,gw-nginx-554c75559c-97p9m,9,7
1788204553,s0-7858bb7b56-4c22f,146,143
1788204553,s1-7d66c7d4c5-97jlk,118,143
1788204553,s2-5f46b67bc6-pswkd,188,124
1788204553,s3-79b96b87f7-8n5lq,60,138
1788204558,gw-nginx-554c75559c-97p9m,9,7
1788204558,s0-7858bb7b56-4c22f,146,143
1788204558,s1-7d66c7d4c5-97jlk,118,143
1788204558,s2-5f46b67bc6-pswkd,188,124
1788204558,s3-79b96b87f7-8n5lq,60,138
1788204563,gw-nginx-554c75559c-97p9m,8,7
1788204563,s0-7858bb7b56-4c22f,146,143
1788204563,s1-7d66c7d4c5-97jlk,104,144
1788204563,s2-5f46b67bc6-pswkd,148,124
1788204563,s3-79b96b87f7-8n5lq,63,138
1788204568,gw-nginx-554c75559c-97p9m,8,7
1788204568,s0-7858bb7b56-4c22f,146,143
1788204568,s1-7d66c7d4c5-97jlk,104,144
1788204568,s2-5f46b67bc6-pswkd,148,124
1788204568,s3-79b96b87f7-8n5lq,63,138
1788204573,gw-nginx-554c75559c-97p9m,8,8
1788204573,s0-7858bb7b56-4c22f,130,142
1788204573,s1-7d66c7d4c5-97jlk,110,143
1788204573,s2-5f46b67bc6-pswkd,165,124
1788204573,s3-79b96b87f7-8n5lq,59,138
1788204578,gw-nginx-554c75559c-97p9m,8,8
1788204578,s0-7858bb7b56-4c22f,130,142
1788204578,s1-7d66c7d4c5-97jlk,110,143
1788204578,s2-5f46b67bc6-pswkd,165,124
1788204578,s3-79b96b87f7-8n5lq,59,138
1788204583,gw-nginx-554c75559c-97p9m,8,8
1788204583,s0-7858bb7b56-4c22f,130,142
1788204583,s1-7d66c7d4c5-97jlk,110,143
1788204583,s2-5f46b67bc6-pswkd,165,124
1788204583,s3-79b96b87f7-8n5lq,59,138
1788204588,gw-nginx-554c75559c-97p9m,9,7
1788204588,s0-7858bb7b56-4c22f,132,143
1788204588,s1-7d66c7d4c5-97jlk,113,143
1788204588,s2-5f46b67bc6-pswkd,169,124
1788204588,s3-79b96b87f7-8n5lq,59,138
1788204593,gw-nginx-554c75559c-97p9m,9,7
1788204593,s0-7858bb7b56-4c22f,132,143
1788204593,s1-7d66c7d4c5-97jlk,113,143
1788204593,s2-5f46b67bc6-pswkd,169,124
1788204593,s3-79b96b87f7-8n5lq,59,138
1788204598,gw-nginx-554c75559c-97p9m,9,7
1788204598,s0-7858bb7b56-4c22f,132,143
1788204598,s1-7d66c7d4c5-97jlk,113,143
1788204598,s2-5f46b67bc6-pswkd,169,124
1788204598,s3-79b96b87f7-8n5lq,59,138
1788204603,gw-nginx-554c75559c-97p9m,8,8
1788204603,s0-7858bb7b56-4c22f,134,143
1788204603,s1-7d66c7d4c5-97jlk,101,144
1788204603,s2-5f46b67bc6-pswkd,133,124
1788204603,s3-79b96b87f7-8n5lq,58,139
1788204608,gw-nginx-554c75559c-97p9m,8,8
1788204608,s0-7858bb7b56-4c22f,134,143
1788204608,s1-7d66c7d4c5-97jlk,101,144
1788204608,s2-5f46b67bc6-pswkd,133,124
1788204608,s3-79b96b87f7-8n5lq,58,139
1788204613,gw-nginx-554c75559c-97p9m,8,8
1788204613,s0-7858bb7b56-4c22f,134,143
1788204613,s1-7d66c7d4c5-97jlk,101,144
1788204613,s2-5f46b67bc6-pswkd,133,124
1788204613,s3-79b96b87f7-8n5lq,58,139
1788204618,gw-nginx-554c75559c-97p9m,8,8
1788204618,s0-7858bb7b56-4c22f,127,144
1788204618,s1-7d66c7d4c5-97jlk,107,143
1788204618,s2-5f46b67bc6-pswkd,199,125
1788204618,s3-79b96b87f7-8n5lq,58,139
1788204623,gw-nginx-554c75559c-97p9m,8,8
1788204623,s0-7858bb7b56-4c22f,127,144
1788204623,s1-7d66c7d4c5-97jlk,107,143
1788204623,s2-5f46b67bc6-pswkd,199,125
1788204623,s3-79b96b87f7-8n5lq,58,139
1788204628,gw-nginx-554c75559c-97p9m,8,8
1788204628,s0-7858bb7b56-4c22f,127,144
1788204628,s1-7d66c7d4c5-97jlk,107,143
1788204628,s2-5f46b67bc6-pswkd,199,125
1788204628,s3-79b96b87f7-8n5lq,58,139
1788204634,gw-nginx-554c75559c-97p9m,8,7
1788204634,s0-7858bb7b56-4c22f,130,143
1788204634,s1-7d66c7d4c5-97jlk,105,143
1788204634,s2-5f46b67bc6-pswkd,163,124
1788204634,s3-79b96b87f7-8n5lq,55,139
1788204639,gw-nginx-554c75559c-97p9m,8,7
1788204639,s0-7858bb7b56-4c22f,130,143
1788204639,s1-7d66c7d4c5-97jlk,105,143
1788204639,s2-5f46b67bc6-pswkd,163,124
1788204639,s3-79b96b87f7-8n5lq,55,139
1788204644,gw-nginx-554c75559c-97p9m,8,7
1788204644,s0-7858bb7b56-4c22f,130,143
1788204644,s1-7d66c7d4c5-97jlk,105,143
1788204644,s2-5f46b67bc6-pswkd,163,124
1788204644,s3-79b96b87f7-8n5lq,55,139
1788204649,gw-nginx-554c75559c-97p9m,9,7
1788204649,s0-7858bb7b56-4c22f,137,144
1788204649,s1-7d66c7d4c5-97jlk,111,144
1788204649,s2-5f46b67bc6-pswkd,149,125
1788204649,s3-79b96b87f7-8n5lq,61,139
1788204654,gw-nginx-554c75559c-97p9m,9,7
1788204654,s0-7858bb7b56-4c22f,137,144
1788204654,s1-7d66c7d4c5-97jlk,111,144
1788204654,s2-5f46b67bc6-pswkd,149,125
1788204654,s3-79b96b87f7-8n5lq,61,139
1788204659,gw-nginx-554c75559c-97p9m,9,7
1788204659,s0-7858bb7b56-4c22f,137,144
1788204659,s1-7d66c7d4c5-97jlk,111,144
1788204659,s2-5f46b67bc6-pswkd,149,125
1788204659,s3-79b96b87f7-8n5lq,61,139
