timestamp,pod,cpu_m,mem_mi
1788205322,s3-79b96b87f7-8n5lq,250,146
1788205327,gw-nginx-554c75559c-97p9m,23,8
1788205327,s0-7858bb7b56-4c22f,434,159
1788205327,s1-7d66c7d4c5-97jlk,388,157
1788205327,s2-5f46b67bc6-pswkd,714,141
1788205327,s3-79b96b87f7-8n5lq,253,146
1788205332,gw-nginx-554c75559c-97p9m,23,8
1788205332,s0-7858bb7b56-4c22f,434,159
1788205332,s1-7d66c7d4c5-97jlk,388,157
1788205332,s2-5f46b67bc6-pswkd,714,141
1788205332,s3-79b96b87f7-8n5lq,253,146
1788205338,gw-nginx-554c75559c-97p9m,23,8
1788205338,s0-7858bb7b56-4c22f,434,159
1788205338,s1-7d66c7d4c5-97jlk,388,157
1788205338,s2-5f46b67bc6-pswkd,714,141
1788205338,s3-79b96b87f7-8n5lq,253,146
1788205343,gw-nginx-554c75559c-97p9m,13,8
1788205343,s0-7858bb7b56-4c22f,178,158
1788205343,s1-7d66c7d4c5-97jlk,163,157
1788205343,s2-5f46b67bc6-pswkd,730,141
1788205343,s3-79b96b87f7-8n5lq,201,146
1788205348,gw-nginx-554c75559c-97p9m,13,8
1788205348,s0-7858bb7b56-4c22f,178,158
1788205348,s1-7d66c7d4c5-97jlk,163,157
1788205348,s2-5f46b67bc6-pswkd,730,141
1788205348,s3-79b96b87f7-8n5lq,201,146
1788205353,gw-nginx-554c75559c-97p9m,13,8
1788205353,s0-7858bb7b56-4c22f,178,158
1788205353,s1-7d66c7d4c5-97jlk,163,157
1788205353,s2-5f46b67bc6-pswkd,730,141
1788205353,s3-79b96b87f7-8n5lq,201,146
1788205358,gw-nginx-554c75559c-97p9m,10,8
1788205358,s0-7858bb7b56-4c22f,126,158
1788205358,s1-7d66c7d4c5-97jlk,119,156
1788205358,s2-5f46b67bc6-pswkd,132,142
1788205358,s3-79b96b87f7-8n5lq,55,146
1788205363,gw-nginx-554c75559c-97p9m,10,8
1788205363,s0-7858bb7b56-4c22f,126,158
1788205363,s1-7d66c7d4c5-97jlk,119,156
1788205363,s2-5f46b67bc6-pswkd,132,142
1788205363,s3-79b96b87f7-8n5lq,55,146
1788205368,gw-nginx-554c75559c-97p9m,10,8
1788205368,s0-7858bb7b56-4c22f,126,158
1788205368,s1-7d66c7d4c5-97jlk,119,156
1788205368,s2-5f46b67bc6-pswkd,132,142
1788205368,s3-79b96b87f7-8n5lq,55,146
1788205373,gw-nginx-554c75559c-97p9m,7,8
1788205373,s0-7858bb7b56-4c22f,117,158
1788205373,s1-7d66c7d4c5-97jlk,82,156
1788205373,s2-5f46b67bc6-pswkd,175,141
1788205373,s3-79b96b87f7-8n5lq,52,147
1788205378,gw-nginx-554c75559c-97p9m,7,8
1788205378,s0-7858bb7b56-4c22f,117,158
1788205378,s1-7d66c7d4c5-97jlk,82,156
1788205378,s2-5f46b67bc6-pswkd,175,141
1788205378,s3-79b96b87f7-8n5lq,52,147
1788205383,gw-nginx-554c75559c-97p9m,7,8
1788205383,s0-7858bb7b56-4c22f,117,158
1788205383,s1-7d66c7d4c5-97jlk,82,156
1788205383,s2-5f46b67bc6-pswkd,175,141
1788205383,s3-79b96b87f7-8n5lq,52,147
1788205388,gw-nginx-554c75559c-97p9m,2,8
1788205388,s0-7858bb7b56-4c22f,60,159
1788205388,s1-7d66c7d4c5-97jlk,54,157
1788205388,s2-5f46b67bc6-pswkd,105,141
1788205388,s3-79b96b87f7-8n5lq,28,147
1788205393,gw-nginx-554c75559c-97p9m,2,8
1788205393,s0-7858bb7b56-4c22f,60,159
1788205393,s1-7d66c7d4c5-97jlk,54,157
1788205393,s2-5f46b67bc6-pswkd,105,141
1788205393,s3-79b96b87f7-8n5lq,28,147
1788205398,gw-nginx-554c75559c-97p9m,6,8
