1787310572311 	 20 	 200 	 3 	 2
1787310572317 	 16 	 200 	 3 	 1
1787310572314 	 24 	 200 	 4 	 1
1787310572337 	 18 	 200 	 5 	 1
1787310572354 	 15 	 200 	 5 	 0
1787310572389 	 18 	 200 	 10 	 4
1787310572387 	 22 	 200 	 10 	 3
1787310572397 	 22 	 200 	 13 	 5
1787310572397 	 24 	 200 	 13 	 4
1787310572401 	 24 	 200 	 13 	 3
1787310572413 	 18 	 200 	 14 	 3
1787310572415 	 17 	 200 	 14 	 2
1787310572412 	 30 	 200 	 15 	 2
1787310572431 	 26 	 200 	 16 	 2
1787310572443 	 14 	 200 	 16 	 1
1787310572447 	 16 	 200 	 17 	 1
1787310572485 	 23 	 200 	 19 	 2
1787310572460 	 53 	 200 	 20 	 2
1787310572485 	 29 	 200 	 20 	 1
1787310572510 	 14 	 200 	 20 	 0
1787310572528 	 13 	 200 	 23 	 2
1787310572534 	 13 	 200 	 23 	 1
1787310572536 	 15 	 200 	 23 	 0
1787310572584 	 21 	 200 	 27 	 3
1787310572590 	 15 	 200 	 27 	 2
1787310572591 	 17 	 200 	 27 	 1
1787310572593 	 18 	 200 	 27 	 0
1787310572621 	 16 	 200 	 29 	 1
1787310572635 	 19 	 200 	 29 	 0
1787310572659 	 13 	 200 	 30 	 0
1787310572679 	 12 	 200 	 32 	 1
1787310572691 	 13 	 200 	 32 	 0
1787310572745 	 14 	 200 	 34 	 1
1787310572752 	 12 	 200 	 35 	 1
1787310572764 	 14 	 200 	 35 	 0
1787310572791 	 14 	 200 	 37 	 1
1787310572805 	 15 	 200 	 37 	 0
1787310572835 	 12 	 200 	 39 	 1
1787310572848 	 29 	 200 	 44 	 5
1787310572866 	 16 	 200 	 46 	 6
1787310572867 	 28 	 200 	 47 	 6
1787310572871 	 27 	 200 	 47 	 5
1787310572876 	 23 	 200 	 47 	 4
1787310572878 	 25 	 200 	 48 	 4
1787310572881 	 22 	 200 	 48 	 3
1787310572887 	 21 	 200 	 48 	 2
1787310572882 	 26 	 200 	 48 	 1
1787310572902 	 40 	 200 	 52 	 4
1787310572924 	 38 	 200 	 52 	 3
1787310572916 	 52 	 200 	 53 	 3
1787310572910 	 62 	 200 	 53 	 2
1787310572920 	 54 	 200 	 53 	 1
1787310572966 	 23 	 200 	 54 	 1
1787310572981 	 15 	 200 	 55 	 1
1787310572996 	 16 	 200 	 56 	 1
1787310572998 	 17 	 200 	 56 	 0
1787310573021 	 15 	 200 	 59 	 2
1787310573018 	 26 	 200 	 59 	 1
1787310573028 	 28 	 200 	 59 	 0
1787310573096 	 17 	 200 	 61 	 1
1787310573112 	 14 	 200 	 62 	 1
1787310573124 	 13 	 200 	 62 	 0
1787310573141 	 12 	 200 	 63 	 0
1787310573169 	 16 	 200 	 64 	 0
1787310573191 	 17 	 200 	 69 	 4
1787310573196 	 18 	 200 	 70 	 4
1787310573195 	 20 	 200 	 70 	 3
1787310573201 	 16 	 200 	 70 	 2
1787310573206 	 17 	 200 	 70 	 1
1787310573210 	 17 	 200 	 70 	 0
1787310573252 	 13 	 200 	 71 	 0
1787310573284 	 16 	 200 	 73 	 1
1787310573289 	 19 	 200 	 74 	 1
1787310573306 	 15 	 200 	 75 	 1
1787310573313 	 13 	 200 	 75 	 0
1787310573350 	 17 	 200 	 79 	 3
1787310573359 	 14 	 200 	 79 	 2
1787310573364 	 14 	 200 	 79 	 1
1787310573369 	 16 	 200 	 80 	 2
1787310573380 	 16 	 200 	 81 	 1
1787310573386 	 13 	 200 	 82 	 1
1787310573398 	 16 	 200 	 82 	 0
1787310573432 	 16 	 200 	 85 	 2
1787310573440 	 12 	 200 	 85 	 1
1787310573444 	 16 	 200 	 85 	 0
1787310573534 	 16 	 200 	 90 	 4
1787310573544 	 18 	 200 	 90 	 3
1787310573547 	 16 	 200 	 91 	 3
